n_communities,pref_attachment,network,threshold_idx,threshold_value,median_final_adoption,internal_variance_adoption,ratio
45.0,0.55,geslacht_lft_oplniv,3,0.3,92.0,10.3,0.09310987830567272
45.0,0.55,geslacht_oplniv,0,0.05,8597.1,0.09000000000000001,0.19038745018530834
45.0,0.55,geslacht_oplniv,1,0.13333333333333333,2237.95,13479263.4475,0.19038745018530834
45.0,0.55,geslacht_oplniv,2,0.21666666666666667,90.95,16.9475,0.19038745018530834
45.0,0.55,geslacht_oplniv,3,0.3,88.55,5.047499999999999,0.19038745018530834
45.0,0.55,lft,0,0.05,7940.05,7.147500000000003,0.1923835254618758
45.0,0.55,lft,1,0.13333333333333333,3245.2,14682491.959999999,0.1923835254618758
45.0,0.55,lft,2,0.21666666666666667,98.7,28.909999999999997,0.1923835254618758
45.0,0.55,lft,3,0.3,95.3,14.309999999999997,0.1923835254618758
45.0,0.55,lft_oplniv,0,0.05,7944.95,8.647500000000003,0.18090463945091073
45.0,0.55,lft_oplniv,1,0.13333333333333333,3641.7,15152248.110000003,0.18090463945091073
45.0,0.55,lft_oplniv,2,0.21666666666666667,99.75,13.9875,0.18090463945091073
45.0,0.55,lft_oplniv,3,0.3,96.4,15.64,0.18090463945091073
45.0,0.55,oplniv,0,0.05,8601.0,0.0,0.3783858877361693
45.0,0.55,oplniv,1,0.13333333333333333,5202.75,17322188.1875,0.3783858877361693
45.0,0.55,oplniv,2,0.21666666666666667,90.9,21.389999999999997,0.3783858877361693
45.0,0.55,oplniv,3,0.3,86.9,1.19,0.3783858877361693
45.0,0.44,etngrp,0,0.05,8592.1,0.09000000000000001,0.45812543304486925
45.0,0.44,etngrp,1,0.13333333333333333,4359.35,17917061.327499993,0.45812543304486925
45.0,0.44,etngrp,2,0.21666666666666667,95.65,20.3275,0.45812543304486925
45.0,0.44,etngrp,3,0.3,89.2,5.5600000000000005,0.45812543304486925
45.0,0.44,etngrp_geslacht,0,0.05,8589.1,0.09000000000000001,0.23144591647407312
45.0,0.44,etngrp_geslacht,1,0.13333333333333333,3486.55,16879396.747499995,0.23144591647407312
45.0,0.44,etngrp_geslacht,2,0.21666666666666667,94.65,14.4275,0.23144591647407312
