n_communities,pref_attachment,network,threshold_idx,threshold_value,median_final_adoption,internal_variance_adoption,ratio
34.0,0.0,geslacht_lft,0,0.05,8041.0,0.0,0.10241017079987165
34.0,0.0,geslacht_lft,1,0.13333333333333333,7238.0,5803291.0,0.10241017079987165
34.0,0.0,geslacht_lft,2,0.21666666666666667,2190.7,3851697.0100000002,0.10241017079987165
34.0,0.0,geslacht_lft,3,0.3,61.6,4566.04,0.10241017079987165
34.0,0.0,geslacht_lft_oplniv,0,0.05,7999.0,0.0,0.09310987830567272
34.0,0.0,geslacht_lft_oplniv,1,0.13333333333333333,7199.2,5757120.360000001,0.09310987830567272
34.0,0.0,geslacht_lft_oplniv,2,0.21666666666666667,1650.9,5756861.790000001,0.09310987830567272
34.0,0.0,geslacht_lft_oplniv,3,0.3,119.55,20773.247499999998,0.09310987830567272
34.0,0.0,geslacht_oplniv,0,0.05,8601.0,0.0,0.19038745018530834
34.0,0.0,geslacht_oplniv,1,0.13333333333333333,8601.0,0.0,0.19038745018530834
34.0,0.0,geslacht_oplniv,2,0.21666666666666667,2997.45,3815706.4474999993,0.19038745018530834
34.0,0.0,geslacht_oplniv,3,0.3,76.4,8355.14,0.19038745018530834
34.0,0.0,lft,0,0.05,7249.6,5838022.4399999995,0.1923835254618758
34.0,0.0,lft,1,0.13333333333333333,7250.3,5827883.710000001,0.1923835254618758
34.0,0.0,lft,2,0.21666666666666667,1807.5,2931767.15,0.1923835254618758
34.0,0.0,lft,3,0.3,70.45,8340.0475,0.1923835254618758
34.0,0.0,lft_oplniv,0,0.05,7623.8,3058267.3599999994,0.18090463945091073
34.0,0.0,lft_oplniv,1,0.13333333333333333,7624.7,3044561.71,0.18090463945091073
34.0,0.0,lft_oplniv,2,0.21666666666666667,2643.25,6358771.9875,0.18090463945091073
34.0,0.0,lft_oplniv,3,0.3,111.85,12525.2275,0.18090463945091073
34.0,0.0,oplniv,0,0.05,8601.0,0.0,0.3783858877361693
34.0,0.0,oplniv,1,0.13333333333333333,8601.0,0.0,0.3783858877361693
34.0,0.0,oplniv,2,0.21666666666666667,3603.0,2302770.3,0.3783858877361693
34.0,0.0,oplniv,3,0.3,55.35,4273.827500000001,0.3783858877361693
78.0,0.33,etngrp,0,0.05,8593.0,0.0,0.45812543304486925
78.0,0.33,etngrp,1,0.13333333333333333,5973.8,1876576.9600000002,0.45812543304486925
78.0,0.33,etngrp,2,0.21666666666666667,2223.55,411676.84750000003,0.45812543304486925
78.0,0.33,etngrp,3,0.3,153.7,4959.21,0.45812543304486925
78.0,0.33,etngrp_geslacht,0,0.05,8595.0,0.0,0.23144591647407312
78.0,0.33,etngrp_geslacht,1,0.13333333333333333,6295.2,53097.159999999996,0.23144591647407312
78.0,0.33,etngrp_geslacht,2,0.21666666666666667,1987.45,640986.2474999998,0.23144591647407312
78.0,0.33,etngrp_geslacht,3,0.3,163.2,10874.859999999999,0.23144591647407312
78.0,0.33,etngrp_geslacht_lft,0,0.05,7980.0,0.0,0.0470804056787586
78.0,0.33,etngrp_geslacht_lft,1,0.13333333333333333,7581.05,3024060.9475,0.0470804056787586
78.0,0.33,etngrp_geslacht_lft,2,0.21666666666666667,3793.0,1598912.2,0.0470804056787586
78.0,0.33,etngrp_geslacht_lft,3,0.3,227.55,32140.447500000002,0.0470804056787586
78.0,0.33,etngrp_geslacht_lft_oplniv,0,0.05,7563.0,3009676.0,0.0358351895167103
78.0,0.33,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7563.0,3009676.0,0.0358351895167103
78.0,0.33,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,4898.1,4576438.489999999,0.0358351895167103
78.0,0.33,etngrp_geslacht_lft_oplniv,3,0.3,123.95,7700.4475,0.0358351895167103
78.0,0.33,etngrp_geslacht_oplniv,0,0.05,8592.0,0.0,0.1060721609694625
78.0,0.33,etngrp_geslacht_oplniv,1,0.13333333333333333,7044.85,25196.0275,0.1060721609694625
78.0,0.33,etngrp_geslacht_oplniv,2,0.21666666666666667,3355.15,25681.1275,0.1060721609694625
78.0,0.33,etngrp_geslacht_oplniv,3,0.3,208.15,23292.2275,0.1060721609694625
78.0,0.33,etngrp_lft,0,0.05,7614.3,3050649.3100000005,0.08637181639362558
78.0,0.33,etngrp_lft,1,0.13333333333333333,6011.85,12037830.327499997,0.08637181639362558
78.0,0.33,etngrp_lft,2,0.21666666666666667,3643.3,4531486.11,0.08637181639362558
78.0,0.33,etngrp_lft,3,0.3,163.85,25457.1275,0.08637181639362558
78.0,0.33,etngrp_lft_oplniv,0,0.05,7198.35,5754961.1275,0.06990681106920812
78.0,0.33,etngrp_lft_oplniv,1,0.13333333333333333,7598.15,3037720.4275,0.06990681106920812
78.0,0.33,etngrp_lft_oplniv,2,0.21666666666666667,3250.6,7550385.239999999,0.06990681106920812
78.0,0.33,etngrp_lft_oplniv,3,0.3,135.4,10304.34,0.06990681106920812
78.0,0.33,etngrp_oplniv,0,0.05,8595.0,0.0,0.2076092668114412
78.0,0.33,etngrp_oplniv,1,0.13333333333333333,7018.55,18678.847499999996,0.2076092668114412
78.0,0.33,etngrp_oplniv,2,0.21666666666666667,2990.35,1581562.8275000001,0.2076092668114412
78.0,0.33,etngrp_oplniv,3,0.3,184.5,16491.35,0.2076092668114412
78.0,0.33,geslacht,0,0.05,8596.0,0.0,0.5047082730751882
78.0,0.33,geslacht,1,0.13333333333333333,6106.4,47048.84,0.5047082730751882
78.0,0.33,geslacht,2,0.21666666666666667,1459.25,574701.9875,0.5047082730751882
78.0,0.33,geslacht,3,0.3,116.5,11661.85,0.5047082730751882
78.0,0.33,geslacht_lft,0,0.05,7182.15,5729081.627500001,0.10241017079987165
78.0,0.33,geslacht_lft,1,0.13333333333333333,7581.05,3024060.9475,0.10241017079987165
78.0,0.33,geslacht_lft,2,0.21666666666666667,3170.85,5353051.7275,0.10241017079987165
78.0,0.33,geslacht_lft,3,0.3,154.45,11358.8475,0.10241017079987165
78.0,0.33,geslacht_lft_oplniv,0,0.05,7184.8,5734109.159999999,0.09310987830567272
78.0,0.33,geslacht_lft_oplniv,1,0.13333333333333333,7185.0,5731236.1,0.09310987830567272
78.0,0.33,geslacht_lft_oplniv,2,0.21666666666666667,4359.6,6415946.040000001,0.09310987830567272
78.0,0.33,geslacht_lft_oplniv,3,0.3,229.25,25092.1875,0.09310987830567272
78.0,0.33,geslacht_oplniv,0,0.05,8599.0,0.0,0.19038745018530834
78.0,0.33,geslacht_oplniv,1,0.13333333333333333,6982.75,30492.1875,0.19038745018530834
78.0,0.33,geslacht_oplniv,2,0.21666666666666667,2627.3,2287986.6100000003,0.19038745018530834
78.0,0.33,geslacht_oplniv,3,0.3,215.85,23963.427500000005,0.19038745018530834
78.0,0.33,lft,0,0.05,7990.0,0.0,0.1923835254618758
78.0,0.33,lft,1,0.13333333333333333,7590.6,3030886.8400000003,0.1923835254618758
78.0,0.33,lft,2,0.21666666666666667,3320.35,4814625.227500001,0.1923835254618758
78.0,0.33,lft,3,0.3,208.5,26350.05,0.1923835254618758
78.0,0.33,lft_oplniv,0,0.05,7595.3,3035441.71,0.18090463945091073
78.0,0.33,lft_oplniv,1,0.13333333333333333,6796.05,8145726.547499998,0.18090463945091073
78.0,0.33,lft_oplniv,2,0.21666666666666667,4211.7,5933651.31,0.18090463945091073
78.0,0.33,lft_oplniv,3,0.3,177.75,21730.8875,0.18090463945091073
78.0,0.33,oplniv,0,0.05,8598.0,0.0,0.3783858877361693
78.0,0.33,oplniv,1,0.13333333333333333,6790.1,14268.390000000003,0.3783858877361693
78.0,0.33,oplniv,2,0.21666666666666667,3009.1,499615.88999999996,0.3783858877361693
78.0,0.33,oplniv,3,0.3,214.6,12888.84,0.3783858877361693
34.0,0.33,etngrp,0,0.05,8589.0,0.0,0.45812543304486925
34.0,0.33,etngrp,1,0.13333333333333333,8161.85,3466685.3274999997,0.45812543304486925
34.0,0.33,etngrp,2,0.21666666666666667,1470.8,1453560.6600000001,0.45812543304486925
34.0,0.33,etngrp,3,0.3,81.4,8371.14,0.45812543304486925
34.0,0.33,etngrp_geslacht,0,0.05,8591.0,0.0,0.23144591647407312
34.0,0.33,etngrp_geslacht,1,0.13333333333333333,8591.0,0.0,0.23144591647407312
34.0,0.33,etngrp_geslacht,2,0.21666666666666667,2308.9,3727570.19,0.23144591647407312
34.0,0.33,etngrp_geslacht,3,0.3,83.8,11044.060000000001,0.23144591647407312
34.0,0.33,etngrp_geslacht_lft,0,0.05,6782.3,8115181.709999998,0.0470804056787586
34.0,0.33,etngrp_geslacht_lft,1,0.13333333333333333,6783.0,8105697.2,0.0470804056787586
34.0,0.33,etngrp_geslacht_lft,2,0.21666666666666667,3843.85,8589013.3275,0.0470804056787586
34.0,0.33,etngrp_geslacht_lft,3,0.3,130.8,34609.86,0.0470804056787586
34.0,0.33,etngrp_geslacht_lft_oplniv,0,0.05,7150.6,5679642.24,0.0358351895167103
34.0,0.33,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7150.65,5678927.3275,0.0358351895167103
34.0,0.33,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,6374.9,7414231.290000001,0.0358351895167103
34.0,0.33,etngrp_geslacht_lft_oplniv,3,0.3,161.7,31851.309999999998,0.0358351895167103
34.0,0.33,etngrp_geslacht_oplniv,0,0.05,8591.0,0.0,0.1060721609694625
34.0,0.33,etngrp_geslacht_oplniv,1,0.13333333333333333,8591.0,0.0,0.1060721609694625
34.0,0.33,etngrp_geslacht_oplniv,2,0.21666666666666667,3029.25,6068181.4875,0.1060721609694625
34.0,0.33,etngrp_geslacht_oplniv,3,0.3,145.0,30122.5,0.1060721609694625
34.0,0.33,etngrp_lft,0,0.05,8013.0,0.0,0.08637181639362558
34.0,0.33,etngrp_lft,1,0.13333333333333333,5612.7,13443413.41,0.08637181639362558
34.0,0.33,etngrp_lft,2,0.21666666666666667,3549.5,10497072.95,0.08637181639362558
34.0,0.33,etngrp_lft,3,0.3,178.4,28630.840000000004,0.08637181639362558
34.0,0.33,etngrp_lft_oplniv,0,0.05,7185.75,5734827.5875,0.06990681106920812
34.0,0.33,etngrp_lft_oplniv,1,0.13333333333333333,7584.95,3025577.1475000004,0.06990681106920812
34.0,0.33,etngrp_lft_oplniv,2,0.21666666666666667,5626.95,10608061.947500002,0.06990681106920812
34.0,0.33,etngrp_lft_oplniv,3,0.3,180.3,41008.509999999995,0.06990681106920812
34.0,0.33,etngrp_oplniv,0,0.05,8594.0,0.0,0.2076092668114412
34.0,0.33,etngrp_oplniv,1,0.13333333333333333,8164.65,3502487.0275,0.2076092668114412
34.0,0.33,etngrp_oplniv,2,0.21666666666666667,2462.9,5153999.99,0.2076092668114412
34.0,0.33,etngrp_oplniv,3,0.3,185.7,55434.009999999995,0.2076092668114412
34.0,0.33,geslacht,0,0.05,8598.0,0.0,0.5047082730751882
34.0,0.33,geslacht,1,0.13333333333333333,8598.0,0.0,0.5047082730751882
34.0,0.33,geslacht,2,0.21666666666666667,1528.2,1849924.2600000002,0.5047082730751882
34.0,0.33,geslacht,3,0.3,47.45,2711.0475,0.5047082730751882
34.0,0.33,geslacht_lft,0,0.05,7979.0,0.0,0.10241017079987165
34.0,0.33,geslacht_lft,1,0.13333333333333333,6383.45,10183119.247500002,0.10241017079987165
34.0,0.33,geslacht_lft,2,0.21666666666666667,4450.05,6173711.347500001,0.10241017079987165
34.0,0.33,geslacht_lft,3,0.3,155.8,20910.56,0.10241017079987165
34.0,0.33,geslacht_lft_oplniv,0,0.05,7973.0,0.0,0.09310987830567272
34.0,0.33,geslacht_lft_oplniv,1,0.13333333333333333,7176.65,5707561.9275,0.09310987830567272
34.0,0.33,geslacht_lft_oplniv,2,0.21666666666666667,5036.45,10974996.947500002,0.09310987830567272
34.0,0.33,geslacht_lft_oplniv,3,0.3,217.1,40445.689999999995,0.09310987830567272
34.0,0.33,geslacht_oplniv,0,0.05,8600.0,0.0,0.19038745018530834
34.0,0.33,geslacht_oplniv,1,0.13333333333333333,8170.6,3503302.84,0.19038745018530834
34.0,0.33,geslacht_oplniv,2,0.21666666666666667,3707.4,4811030.84,0.19038745018530834
34.0,0.33,geslacht_oplniv,3,0.3,124.6,23036.239999999998,0.19038745018530834
34.0,0.33,lft,0,0.05,7576.3,3020272.11,0.1923835254618758
34.0,0.33,lft,1,0.13333333333333333,6780.7,8082675.209999999,0.1923835254618758
34.0,0.33,lft,2,0.21666666666666667,3718.0,7406836.8,0.1923835254618758
34.0,0.33,lft,3,0.3,129.05,11632.447499999998,0.1923835254618758
34.0,0.33,lft_oplniv,0,0.05,7582.95,3025577.1475000004,0.18090463945091073
34.0,0.33,lft_oplniv,1,0.13333333333333333,6785.15,8117217.427500002,0.18090463945091073
34.0,0.33,lft_oplniv,2,0.21666666666666667,4838.5,10170158.35,0.18090463945091073
34.0,0.33,lft_oplniv,3,0.3,125.0,33964.5,0.18090463945091073
34.0,0.33,oplniv,0,0.05,8601.0,0.0,0.3783858877361693
34.0,0.33,oplniv,1,0.13333333333333333,8172.7,3485376.91,0.3783858877361693
34.0,0.33,oplniv,2,0.21666666666666667,3353.85,3870416.7275,0.3783858877361693
34.0,0.33,oplniv,3,0.3,109.85,16751.7275,0.3783858877361693
100.0,0.0,etngrp,0,0.05,8595.25,148.9875,0.45812543304486925
100.0,0.0,etngrp,1,0.13333333333333333,4803.55,13499.647499999997,0.45812543304486925
100.0,0.0,etngrp,2,0.21666666666666667,1227.2,245657.16,0.45812543304486925
100.0,0.0,etngrp,3,0.3,116.5,3657.65,0.45812543304486925
100.0,0.0,etngrp_geslacht,0,0.05,8563.45,4624.5475,0.23144591647407312
100.0,0.0,etngrp_geslacht,1,0.13333333333333333,4783.2,38538.86,0.23144591647407312
100.0,0.0,etngrp_geslacht,2,0.21666666666666667,1526.8,350085.86,0.23144591647407312
100.0,0.0,etngrp_geslacht,3,0.3,142.2,5664.46,0.23144591647407312
100.0,0.0,etngrp_geslacht_lft,0,0.05,7187.55,5738500.147500001,0.0470804056787586
100.0,0.0,etngrp_geslacht_lft,1,0.13333333333333333,7586.75,3028610.6875,0.0470804056787586
100.0,0.0,etngrp_geslacht_lft,2,0.21666666666666667,2791.4,1526583.2399999998,0.0470804056787586
100.0,0.0,etngrp_geslacht_lft,3,0.3,129.4,12282.94,0.0470804056787586
100.0,0.0,etngrp_geslacht_lft_oplniv,0,0.05,7563.95,3010432.2475000005,0.0358351895167103
100.0,0.0,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,6767.85,8080633.9275,0.0358351895167103
100.0,0.0,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,3227.3,3501441.710000001,0.0358351895167103
100.0,0.0,etngrp_geslacht_lft_oplniv,3,0.3,150.25,14254.6875,0.0358351895167103
100.0,0.0,etngrp_geslacht_oplniv,0,0.05,8600.0,0.0,0.1060721609694625
100.0,0.0,etngrp_geslacht_oplniv,1,0.13333333333333333,5431.85,19772.427499999998,0.1060721609694625
100.0,0.0,etngrp_geslacht_oplniv,2,0.21666666666666667,2633.4,372837.83999999997,0.1060721609694625
100.0,0.0,etngrp_geslacht_oplniv,3,0.3,166.45,6357.647500000001,0.1060721609694625
100.0,0.0,etngrp_lft,0,0.05,8028.0,0.0,0.08637181639362558
100.0,0.0,etngrp_lft,1,0.13333333333333333,7626.65,3060554.6274999995,0.08637181639362558
100.0,0.0,etngrp_lft,2,0.21666666666666667,3361.75,1288095.7875,0.08637181639362558
100.0,0.0,etngrp_lft,3,0.3,165.9,15870.59,0.08637181639362558
100.0,0.0,etngrp_lft_oplniv,0,0.05,8006.0,0.0,0.06990681106920812
100.0,0.0,etngrp_lft_oplniv,1,0.13333333333333333,6805.3,8169522.810000002,0.06990681106920812
100.0,0.0,etngrp_lft_oplniv,2,0.21666666666666667,4821.05,3356854.4475000002,0.06990681106920812
100.0,0.0,etngrp_lft_oplniv,3,0.3,131.75,5114.5875,0.06990681106920812
100.0,0.0,etngrp_oplniv,0,0.05,8599.0,0.0,0.2076092668114412
100.0,0.0,etngrp_oplniv,1,0.13333333333333333,5366.35,17283.3275,0.2076092668114412
100.0,0.0,etngrp_oplniv,2,0.21666666666666667,2687.4,8892.04,0.2076092668114412
100.0,0.0,etngrp_oplniv,3,0.3,210.4,2442.34,0.2076092668114412
100.0,0.0,geslacht,0,0.05,8598.3,29.71,0.5047082730751882
100.0,0.0,geslacht,1,0.13333333333333333,4574.95,10286.6475,0.5047082730751882
100.0,0.0,geslacht,2,0.21666666666666667,924.5,161034.45,0.5047082730751882
100.0,0.0,geslacht,3,0.3,122.2,2898.7599999999998,0.5047082730751882
100.0,0.0,geslacht_lft,0,0.05,7995.05,8235.6475,0.10241017079987165
100.0,0.0,geslacht_lft,1,0.13333333333333333,6740.6,5092109.9399999995,0.10241017079987165
100.0,0.0,geslacht_lft,2,0.21666666666666667,3686.6,1554244.0400000003,0.10241017079987165
100.0,0.0,geslacht_lft,3,0.3,186.8,41109.16,0.10241017079987165
100.0,0.0,geslacht_lft_oplniv,0,0.05,7601.95,3040760.0474999994,0.09310987830567272
100.0,0.0,geslacht_lft_oplniv,1,0.13333333333333333,7601.95,3040760.0474999994,0.09310987830567272
100.0,0.0,geslacht_lft_oplniv,2,0.21666666666666667,3166.75,4315062.8875,0.09310987830567272
100.0,0.0,geslacht_lft_oplniv,3,0.3,179.25,18779.2875,0.09310987830567272
100.0,0.0,geslacht_oplniv,0,0.05,8593.0,302.9,0.19038745018530834
100.0,0.0,geslacht_oplniv,1,0.13333333333333333,5253.0,35404.6,0.19038745018530834
100.0,0.0,geslacht_oplniv,2,0.21666666666666667,1843.55,1215031.3475,0.19038745018530834
100.0,0.0,geslacht_oplniv,3,0.3,151.35,10589.4275,0.19038745018530834
100.0,0.0,lft,0,0.05,7633.95,3066324.6475,0.1923835254618758
100.0,0.0,lft,1,0.13333333333333333,6375.95,7230132.847499999,0.1923835254618758
100.0,0.0,lft,2,0.21666666666666667,3061.9,2452822.6900000004,0.1923835254618758
100.0,0.0,lft,3,0.3,126.55,19344.347500000003,0.1923835254618758
100.0,0.0,lft_oplniv,0,0.05,7634.25,3066658.1875,0.18090463945091073
100.0,0.0,lft_oplniv,1,0.13333333333333333,7232.65,5808341.227500001,0.18090463945091073
100.0,0.0,lft_oplniv,2,0.21666666666666667,3630.3,3666241.1100000003,0.18090463945091073
100.0,0.0,lft_oplniv,3,0.3,209.8,35334.26,0.18090463945091073
100.0,0.0,oplniv,0,0.05,8592.4,98.23999999999998,0.3783858877361693
100.0,0.0,oplniv,1,0.13333333333333333,5096.4,15347.440000000002,0.3783858877361693
100.0,0.0,oplniv,2,0.21666666666666667,1692.4,589091.54,0.3783858877361693
100.0,0.0,oplniv,3,0.3,154.85,8354.7275,0.3783858877361693
1.0,0.44,etngrp,0,0.05,8160.55,3504118.7474999987,0.45812543304486925
1.0,0.44,etngrp,1,0.13333333333333333,84.5,2412.05,0.45812543304486925
1.0,0.44,etngrp,2,0.21666666666666667,37.5,385.25,0.45812543304486925
1.0,0.44,etngrp,3,0.3,36.6,352.54,0.45812543304486925
1.0,0.44,etngrp_geslacht,0,0.05,8587.0,0.0,0.23144591647407312
1.0,0.44,etngrp_geslacht,1,0.13333333333333333,88.3,2807.609999999999,0.23144591647407312
1.0,0.44,etngrp_geslacht,2,0.21666666666666667,45.1,329.19,0.23144591647407312
1.0,0.44,etngrp_geslacht,3,0.3,41.1,300.99,0.23144591647407312
1.0,0.44,etngrp_geslacht_lft,0,0.05,7168.6,5708276.639999999,0.0470804056787586
1.0,0.44,etngrp_geslacht_lft,1,0.13333333333333333,461.45,2965660.6475,0.0470804056787586
1.0,0.44,etngrp_geslacht_lft,2,0.21666666666666667,60.2,2056.2599999999998,0.0470804056787586
1.0,0.44,etngrp_geslacht_lft,3,0.3,38.1,606.19,0.0470804056787586
1.0,0.44,etngrp_geslacht_lft_oplniv,0,0.05,7529.75,2983267.1875,0.0358351895167103
1.0,0.44,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,474.5,2925994.45,0.0358351895167103
1.0,0.44,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,42.4,706.6399999999999,0.0358351895167103
1.0,0.44,etngrp_geslacht_lft_oplniv,3,0.3,43.2,1427.2600000000002,0.0358351895167103
1.0,0.44,etngrp_geslacht_oplniv,0,0.05,8581.0,0.0,0.1060721609694625
1.0,0.44,etngrp_geslacht_oplniv,1,0.13333333333333333,75.9,2232.4900000000002,0.1060721609694625
1.0,0.44,etngrp_geslacht_oplniv,2,0.21666666666666667,52.65,617.7275,0.1060721609694625
1.0,0.44,etngrp_geslacht_oplniv,3,0.3,34.35,488.92749999999995,0.1060721609694625
1.0,0.44,etngrp_lft,0,0.05,7981.0,0.0,0.08637181639362558
1.0,0.44,etngrp_lft,1,0.13333333333333333,486.5,2960506.35,0.08637181639362558
1.0,0.44,etngrp_lft,2,0.21666666666666667,44.25,1159.3875,0.08637181639362558
1.0,0.44,etngrp_lft,3,0.3,44.65,1446.6274999999998,0.08637181639362558
1.0,0.44,etngrp_lft_oplniv,0,0.05,7575.65,3014971.727500001,0.06990681106920812
1.0,0.44,etngrp_lft_oplniv,1,0.13333333333333333,1239.0,8006052.9,0.06990681106920812
1.0,0.44,etngrp_lft_oplniv,2,0.21666666666666667,38.2,353.15999999999997,0.06990681106920812
1.0,0.44,etngrp_lft_oplniv,3,0.3,43.7,649.8100000000001,0.06990681106920812
1.0,0.44,etngrp_oplniv,0,0.05,8590.0,0.0,0.2076092668114412
1.0,0.44,etngrp_oplniv,1,0.13333333333333333,89.9,2339.19,0.2076092668114412
1.0,0.44,etngrp_oplniv,2,0.21666666666666667,57.3,1321.0099999999998,0.2076092668114412
1.0,0.44,etngrp_oplniv,3,0.3,40.2,374.46000000000004,0.2076092668114412
1.0,0.44,geslacht,0,0.05,8601.0,0.0,0.5047082730751882
1.0,0.44,geslacht,1,0.13333333333333333,78.15,762.4275,0.5047082730751882
1.0,0.44,geslacht,2,0.21666666666666667,38.75,827.1875,0.5047082730751882
1.0,0.44,geslacht,3,0.3,36.65,714.3275,0.5047082730751882
1.0,0.44,geslacht_lft,0,0.05,5961.25,11841526.6875,0.10241017079987165
1.0,0.44,geslacht_lft,1,0.13333333333333333,1255.2,7906218.260000001,0.10241017079987165
1.0,0.44,geslacht_lft,2,0.21666666666666667,28.4,174.14,0.10241017079987165
1.0,0.44,geslacht_lft,3,0.3,26.6,346.94,0.10241017079987165
1.0,0.44,geslacht_lft_oplniv,0,0.05,6750.0,8038059.0,0.09310987830567272
1.0,0.44,geslacht_lft_oplniv,1,0.13333333333333333,889.6,5529378.239999998,0.09310987830567272
1.0,0.44,geslacht_lft_oplniv,2,0.21666666666666667,46.05,1130.7475,0.09310987830567272
1.0,0.44,geslacht_lft_oplniv,3,0.3,33.3,707.9099999999999,0.09310987830567272
1.0,0.44,geslacht_oplniv,0,0.05,8601.0,0.0,0.19038745018530834
1.0,0.44,geslacht_oplniv,1,0.13333333333333333,87.3,3058.5099999999998,0.19038745018530834
1.0,0.44,geslacht_oplniv,2,0.21666666666666667,45.2,775.26,0.19038745018530834
1.0,0.44,geslacht_oplniv,3,0.3,39.8,1061.9600000000003,0.19038745018530834
1.0,0.44,lft,0,0.05,6356.25,10096506.2875,0.1923835254618758
1.0,0.44,lft,1,0.13333333333333333,58.95,1418.7475,0.1923835254618758
1.0,0.44,lft,2,0.21666666666666667,45.2,825.86,0.1923835254618758
1.0,0.44,lft,3,0.3,38.6,418.03999999999996,0.1923835254618758
1.0,0.44,lft_oplniv,0,0.05,7935.0,0.0,0.18090463945091073
1.0,0.44,lft_oplniv,1,0.13333333333333333,464.35,2939533.4274999993,0.18090463945091073
1.0,0.44,lft_oplniv,2,0.21666666666666667,39.5,695.65,0.18090463945091073
1.0,0.44,lft_oplniv,3,0.3,35.2,662.66,0.18090463945091073
1.0,0.44,oplniv,0,0.05,8601.0,0.0,0.3783858877361693
1.0,0.44,oplniv,1,0.13333333333333333,41.55,383.44750000000005,0.3783858877361693
1.0,0.44,oplniv,2,0.21666666666666667,45.65,2283.0274999999997,0.3783858877361693
1.0,0.44,oplniv,3,0.3,29.55,382.94750000000005,0.3783858877361693
78.0,0.66,etngrp,0,0.05,8583.0,0.0,0.45812543304486925
78.0,0.66,etngrp,1,0.13333333333333333,6915.1,34722.19,0.45812543304486925
78.0,0.66,etngrp,2,0.21666666666666667,3107.85,1205828.5275,0.45812543304486925
78.0,0.66,etngrp,3,0.3,198.1,15860.59,0.45812543304486925
78.0,0.66,etngrp_geslacht,0,0.05,8584.0,0.0,0.23144591647407312
78.0,0.66,etngrp_geslacht,1,0.13333333333333333,7047.15,28159.527499999997,0.23144591647407312
78.0,0.66,etngrp_geslacht,2,0.21666666666666667,3382.55,1278607.3475000001,0.23144591647407312
78.0,0.66,etngrp_geslacht,3,0.3,170.5,21906.45,0.23144591647407312
78.0,0.66,etngrp_geslacht_lft,0,0.05,6778.9,8107046.19,0.0470804056787586
78.0,0.66,etngrp_geslacht_lft,1,0.13333333333333333,7576.35,3019514.6274999995,0.0470804056787586
78.0,0.66,etngrp_geslacht_lft,2,0.21666666666666667,4137.9,7390551.090000001,0.0470804056787586
78.0,0.66,etngrp_geslacht_lft,3,0.3,226.0,73629.9,0.0470804056787586
78.0,0.66,etngrp_geslacht_lft_oplniv,0,0.05,6772.15,8090110.327500001,0.0358351895167103
78.0,0.66,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7170.65,5707560.527500001,0.0358351895167103
78.0,0.66,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,6876.2,5980645.359999999,0.0358351895167103
78.0,0.66,etngrp_geslacht_lft_oplniv,3,0.3,191.15,20611.3275,0.0358351895167103
78.0,0.66,etngrp_geslacht_oplniv,0,0.05,8591.0,0.0,0.1060721609694625
78.0,0.66,etngrp_geslacht_oplniv,1,0.13333333333333333,8506.9,11248.89,0.1060721609694625
78.0,0.66,etngrp_geslacht_oplniv,2,0.21666666666666667,4085.1,2947506.29,0.1060721609694625
78.0,0.66,etngrp_geslacht_oplniv,3,0.3,303.75,38849.1875,0.1060721609694625
78.0,0.66,etngrp_lft,0,0.05,7192.9,5747047.290000001,0.08637181639362558
78.0,0.66,etngrp_lft,1,0.13333333333333333,7592.45,3033163.8475000006,0.08637181639362558
78.0,0.66,etngrp_lft,2,0.21666666666666667,6157.65,2162322.7274999996,0.08637181639362558
78.0,0.66,etngrp_lft,3,0.3,353.1,222894.99,0.08637181639362558
78.0,0.66,etngrp_lft_oplniv,0,0.05,7978.0,0.0,0.06990681106920812
78.0,0.66,etngrp_lft_oplniv,1,0.13333333333333333,7579.15,3022545.1274999995,0.06990681106920812
78.0,0.66,etngrp_lft_oplniv,2,0.21666666666666667,5986.35,11900047.427499998,0.06990681106920812
78.0,0.66,etngrp_lft_oplniv,3,0.3,200.9,34129.89,0.06990681106920812
78.0,0.66,etngrp_oplniv,0,0.05,8599.0,0.0,0.2076092668114412
78.0,0.66,etngrp_oplniv,1,0.13333333333333333,7956.7,3340066.61,0.2076092668114412
78.0,0.66,etngrp_oplniv,2,0.21666666666666667,4541.85,1128015.6275,0.2076092668114412
78.0,0.66,etngrp_oplniv,3,0.3,214.7,38905.509999999995,0.2076092668114412
78.0,0.66,geslacht,0,0.05,8589.0,0.0,0.5047082730751882
78.0,0.66,geslacht,1,0.13333333333333333,6447.2,2175125.3600000003,0.5047082730751882
78.0,0.66,geslacht,2,0.21666666666666667,3212.6,609693.94,0.5047082730751882
78.0,0.66,geslacht,3,0.3,216.7,10018.410000000002,0.5047082730751882
78.0,0.66,geslacht_lft,0,0.05,7951.0,0.0,0.10241017079987165
78.0,0.66,geslacht_lft,1,0.13333333333333333,7156.2,5685363.760000001,0.10241017079987165
