n_communities,pref_attachment,strategy,network,threshold_idx,threshold_value,median_final_adoption
23.0,0.22,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,92.0
23.0,0.22,random,etngrp_geslacht_lft_oplniv,3,0.3,90.0
23.0,0.22,random,geslacht,0,0.05,8601.0
23.0,0.22,random,geslacht,1,0.13333333333333333,106.0
23.0,0.22,random,geslacht,2,0.21666666666666667,88.0
23.0,0.22,random,geslacht,3,0.3,87.0
23.0,0.22,random,lft,0,0.05,8012.0
23.0,0.22,random,lft,1,0.13333333333333333,118.0
23.0,0.22,random,lft,2,0.21666666666666667,94.0
23.0,0.22,random,lft,3,0.3,92.0
23.0,0.22,size,etngrp_geslacht_lft_oplniv,0,0.05,7957.0
23.0,0.22,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7957.0
23.0,0.22,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.5
23.0,0.22,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
23.0,0.22,size,geslacht,0,0.05,8601.0
23.0,0.22,size,geslacht,1,0.13333333333333333,133.0
23.0,0.22,size,geslacht,2,0.21666666666666667,93.0
23.0,0.22,size,geslacht,3,0.3,88.0
23.0,0.22,size,lft,0,0.05,8005.0
23.0,0.22,size,lft,1,0.13333333333333333,8005.0
23.0,0.22,size,lft,2,0.21666666666666667,87.0
23.0,0.22,size,lft,3,0.3,86.0
89.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
89.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7965.0
89.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
89.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,88.0
89.0,0.0,combined_score,geslacht,0,0.05,8601.0
89.0,0.0,combined_score,geslacht,1,0.13333333333333333,4886.0
89.0,0.0,combined_score,geslacht,2,0.21666666666666667,89.0
89.0,0.0,combined_score,geslacht,3,0.3,87.0
89.0,0.0,combined_score,lft,0,0.05,8047.0
89.0,0.0,combined_score,lft,1,0.13333333333333333,8047.0
89.0,0.0,combined_score,lft,2,0.21666666666666667,86.0
89.0,0.0,combined_score,lft,3,0.3,86.0
89.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7968.5
89.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7968.5
89.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
89.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,88.5
89.0,0.0,internal_density,geslacht,0,0.05,8601.0
89.0,0.0,internal_density,geslacht,1,0.13333333333333333,4929.5
89.0,0.0,internal_density,geslacht,2,0.21666666666666667,89.5
89.0,0.0,internal_density,geslacht,3,0.3,87.0
89.0,0.0,internal_density,lft,0,0.05,8047.0
89.0,0.0,internal_density,lft,1,0.13333333333333333,8047.0
89.0,0.0,internal_density,lft,2,0.21666666666666667,86.0
89.0,0.0,internal_density,lft,3,0.3,86.0
89.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7969.5
89.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7966.0
89.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,88.0
89.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,87.5
89.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
89.0,0.0,external_exposure_ratio,geslacht,1,0.13333333333333333,7268.5
89.0,0.0,external_exposure_ratio,geslacht,2,0.21666666666666667,89.5
89.0,0.0,external_exposure_ratio,geslacht,3,0.3,86.5
89.0,0.0,external_exposure_ratio,lft,0,0.05,8047.0
89.0,0.0,external_exposure_ratio,lft,1,0.13333333333333333,6219.5
89.0,0.0,external_exposure_ratio,lft,2,0.21666666666666667,93.0
89.0,0.0,external_exposure_ratio,lft,3,0.3,93.0
89.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
89.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7967.0
89.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
89.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.3,88.0
89.0,0.0,random,geslacht,0,0.05,8601.0
89.0,0.0,random,geslacht,1,0.13333333333333333,7129.0
89.0,0.0,random,geslacht,2,0.21666666666666667,89.0
89.0,0.0,random,geslacht,3,0.3,87.0
89.0,0.0,random,lft,0,0.05,8051.5
89.0,0.0,random,lft,1,0.13333333333333333,7072.5
89.0,0.0,random,lft,2,0.21666666666666667,90.0
89.0,0.0,random,lft,3,0.3,88.5
89.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
89.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7962.0
89.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,86.0
89.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
89.0,0.0,size,geslacht,0,0.05,8601.0
89.0,0.0,size,geslacht,1,0.13333333333333333,4903.5
89.0,0.0,size,geslacht,2,0.21666666666666667,89.0
89.0,0.0,size,geslacht,3,0.3,87.0
89.0,0.0,size,lft,0,0.05,8047.0
89.0,0.0,size,lft,1,0.13333333333333333,8047.0
89.0,0.0,size,lft,2,0.21666666666666667,86.0
89.0,0.0,size,lft,3,0.3,86.0
12.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
12.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,107.0
12.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
12.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,88.0
12.0,0.0,combined_score,geslacht,0,0.05,8601.0
12.0,0.0,combined_score,geslacht,1,0.13333333333333333,88.5
12.0,0.0,combined_score,geslacht,2,0.21666666666666667,86.0
12.0,0.0,combined_score,geslacht,3,0.3,86.0
12.0,0.0,combined_score,lft,0,0.05,8052.0
12.0,0.0,combined_score,lft,1,0.13333333333333333,8052.0
12.0,0.0,combined_score,lft,2,0.21666666666666667,86.0
12.0,0.0,combined_score,lft,3,0.3,86.0
12.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
12.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,107.0
12.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
12.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,88.0
12.0,0.0,internal_density,geslacht,0,0.05,8601.0
12.0,0.0,internal_density,geslacht,1,0.13333333333333333,88.0
12.0,0.0,internal_density,geslacht,2,0.21666666666666667,86.0
12.0,0.0,internal_density,geslacht,3,0.3,86.0
12.0,0.0,internal_density,lft,0,0.05,8052.0
12.0,0.0,internal_density,lft,1,0.13333333333333333,8052.0
12.0,0.0,internal_density,lft,2,0.21666666666666667,86.0
12.0,0.0,internal_density,lft,3,0.3,86.0
12.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
12.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,106.0
12.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.0
12.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,88.0
12.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
12.0,0.0,external_exposure_ratio,geslacht,1,0.13333333333333333,87.0
12.0,0.0,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
12.0,0.0,external_exposure_ratio,geslacht,3,0.3,86.0
12.0,0.0,external_exposure_ratio,lft,0,0.05,8052.0
12.0,0.0,external_exposure_ratio,lft,1,0.13333333333333333,101.0
12.0,0.0,external_exposure_ratio,lft,2,0.21666666666666667,94.0
12.0,0.0,external_exposure_ratio,lft,3,0.3,92.0
12.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
12.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,105.5
12.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
12.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.3,88.5
12.0,0.0,random,geslacht,0,0.05,8601.0
12.0,0.0,random,geslacht,1,0.13333333333333333,88.0
12.0,0.0,random,geslacht,2,0.21666666666666667,86.0
12.0,0.0,random,geslacht,3,0.3,86.0
12.0,0.0,random,lft,0,0.05,8057.5
12.0,0.0,random,lft,1,0.13333333333333333,93.5
12.0,0.0,random,lft,2,0.21666666666666667,88.0
12.0,0.0,random,lft,3,0.3,88.0
12.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7960.0
12.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7960.0
12.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,87.0
12.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
12.0,0.0,size,geslacht,0,0.05,8601.0
12.0,0.0,size,geslacht,1,0.13333333333333333,88.0
12.0,0.0,size,geslacht,2,0.21666666666666667,86.0
12.0,0.0,size,geslacht,3,0.3,86.0
12.0,0.0,size,lft,0,0.05,8052.0
12.0,0.0,size,lft,1,0.13333333333333333,8052.0
12.0,0.0,size,lft,2,0.21666666666666667,86.0
12.0,0.0,size,lft,3,0.3,86.0
1.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7967.0
1.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,97.5
1.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
1.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,88.0
1.0,0.0,combined_score,geslacht,0,0.05,8601.0
1.0,0.0,combined_score,geslacht,1,0.13333333333333333,86.5
1.0,0.0,combined_score,geslacht,2,0.21666666666666667,86.0
1.0,0.0,combined_score,geslacht,3,0.3,86.0
1.0,0.0,combined_score,lft,0,0.05,8066.0
1.0,0.0,combined_score,lft,1,0.13333333333333333,8066.0
1.0,0.0,combined_score,lft,2,0.21666666666666667,86.0
1.0,0.0,combined_score,lft,3,0.3,86.0
1.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7966.5
1.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,97.0
1.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.5
1.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,87.0
1.0,0.0,internal_density,geslacht,0,0.05,8601.0
1.0,0.0,internal_density,geslacht,1,0.13333333333333333,87.0
1.0,0.0,internal_density,geslacht,2,0.21666666666666667,86.0
1.0,0.0,internal_density,geslacht,3,0.3,86.0
1.0,0.0,internal_density,lft,0,0.05,8066.0
1.0,0.0,internal_density,lft,1,0.13333333333333333,8066.0
1.0,0.0,internal_density,lft,2,0.21666666666666667,86.0
1.0,0.0,internal_density,lft,3,0.3,86.0
1.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
1.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,96.0
1.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,88.0
1.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,87.5
1.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
1.0,0.0,external_exposure_ratio,geslacht,1,0.13333333333333333,86.0
1.0,0.0,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
1.0,0.0,external_exposure_ratio,geslacht,3,0.3,86.0
1.0,0.0,external_exposure_ratio,lft,0,0.05,8066.0
1.0,0.0,external_exposure_ratio,lft,1,0.13333333333333333,97.0
1.0,0.0,external_exposure_ratio,lft,2,0.21666666666666667,91.5
1.0,0.0,external_exposure_ratio,lft,3,0.3,92.5
1.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
1.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,99.5
1.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
1.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.3,87.5
1.0,0.0,random,geslacht,0,0.05,8601.0
1.0,0.0,random,geslacht,1,0.13333333333333333,86.0
1.0,0.0,random,geslacht,2,0.21666666666666667,86.0
1.0,0.0,random,geslacht,3,0.3,86.0
1.0,0.0,random,lft,0,0.05,8071.0
1.0,0.0,random,lft,1,0.13333333333333333,91.0
1.0,0.0,random,lft,2,0.21666666666666667,88.0
1.0,0.0,random,lft,3,0.3,88.0
1.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
1.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7961.0
1.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,87.0
1.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
1.0,0.0,size,geslacht,0,0.05,8601.0
1.0,0.0,size,geslacht,1,0.13333333333333333,86.0
1.0,0.0,size,geslacht,2,0.21666666666666667,86.0
1.0,0.0,size,geslacht,3,0.3,86.0
1.0,0.0,size,lft,0,0.05,8066.0
1.0,0.0,size,lft,1,0.13333333333333333,8066.0
1.0,0.0,size,lft,2,0.21666666666666667,86.0
1.0,0.0,size,lft,3,0.3,86.0
12.0,0.88,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7916.0
12.0,0.88,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,157.0
12.0,0.88,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,103.0
12.0,0.88,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,94.0
12.0,0.88,combined_score,geslacht,0,0.05,8601.0
12.0,0.88,combined_score,geslacht,1,0.13333333333333333,211.0
12.0,0.88,combined_score,geslacht,2,0.21666666666666667,105.0
12.0,0.88,combined_score,geslacht,3,0.3,90.0
12.0,0.88,combined_score,lft,0,0.05,7815.0
12.0,0.88,combined_score,lft,1,0.13333333333333333,7815.0
12.0,0.88,combined_score,lft,2,0.21666666666666667,87.0
12.0,0.88,combined_score,lft,3,0.3,86.0
12.0,0.88,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7917.0
12.0,0.88,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,147.0
12.0,0.88,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,100.5
12.0,0.88,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,95.5
12.0,0.88,internal_density,geslacht,0,0.05,8601.0
12.0,0.88,internal_density,geslacht,1,0.13333333333333333,247.5
12.0,0.88,internal_density,geslacht,2,0.21666666666666667,105.0
12.0,0.88,internal_density,geslacht,3,0.3,89.0
12.0,0.88,internal_density,lft,0,0.05,7815.0
12.0,0.88,internal_density,lft,1,0.13333333333333333,7815.0
12.0,0.88,internal_density,lft,2,0.21666666666666667,86.0
12.0,0.88,internal_density,lft,3,0.3,86.0
12.0,0.88,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7917.0
12.0,0.88,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,140.0
12.0,0.88,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,105.5
12.0,0.88,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,96.0
12.0,0.88,external_exposure_ratio,geslacht,0,0.05,8601.0
12.0,0.88,external_exposure_ratio,geslacht,1,0.13333333333333333,86.0
12.0,0.88,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
12.0,0.88,external_exposure_ratio,geslacht,3,0.3,86.0
12.0,0.88,external_exposure_ratio,lft,0,0.05,7831.0
12.0,0.88,external_exposure_ratio,lft,1,0.13333333333333333,7830.0
12.0,0.88,external_exposure_ratio,lft,2,0.21666666666666667,210.0
12.0,0.88,external_exposure_ratio,lft,3,0.3,163.5
12.0,0.88,random,etngrp_geslacht_lft_oplniv,0,0.05,7917.0
12.0,0.88,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,140.0
12.0,0.88,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,100.5
12.0,0.88,random,etngrp_geslacht_lft_oplniv,3,0.3,94.0
12.0,0.88,random,geslacht,0,0.05,8601.0
12.0,0.88,random,geslacht,1,0.13333333333333333,144.0
12.0,0.88,random,geslacht,2,0.21666666666666667,93.5
12.0,0.88,random,geslacht,3,0.3,88.5
12.0,0.88,random,lft,0,0.05,7822.0
12.0,0.88,random,lft,1,0.13333333333333333,120.0
12.0,0.88,random,lft,2,0.21666666666666667,100.0
12.0,0.88,random,lft,3,0.3,91.0
12.0,0.88,size,etngrp_geslacht_lft_oplniv,0,0.05,7910.0
12.0,0.88,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7910.0
12.0,0.88,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,91.5
12.0,0.88,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
12.0,0.88,size,geslacht,0,0.05,8601.0
12.0,0.88,size,geslacht,1,0.13333333333333333,199.0
12.0,0.88,size,geslacht,2,0.21666666666666667,102.0
12.0,0.88,size,geslacht,3,0.3,92.0
12.0,0.88,size,lft,0,0.05,7815.0
12.0,0.88,size,lft,1,0.13333333333333333,7815.0
12.0,0.88,size,lft,2,0.21666666666666667,86.0
12.0,0.88,size,lft,3,0.3,86.0
34.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7970.0
34.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,111.0
34.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.5
34.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,88.0
34.0,0.0,combined_score,geslacht,0,0.05,8601.0
34.0,0.0,combined_score,geslacht,1,0.13333333333333333,94.0
34.0,0.0,combined_score,geslacht,2,0.21666666666666667,86.5
34.0,0.0,combined_score,geslacht,3,0.3,86.0
34.0,0.0,combined_score,lft,0,0.05,8055.0
34.0,0.0,combined_score,lft,1,0.13333333333333333,8055.0
34.0,0.0,combined_score,lft,2,0.21666666666666667,86.0
34.0,0.0,combined_score,lft,3,0.3,86.0
34.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7969.5
34.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,119.0
34.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.5
34.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,89.0
34.0,0.0,internal_density,geslacht,0,0.05,8601.0
34.0,0.0,internal_density,geslacht,1,0.13333333333333333,93.5
34.0,0.0,internal_density,geslacht,2,0.21666666666666667,86.0
34.0,0.0,internal_density,geslacht,3,0.3,86.0
34.0,0.0,internal_density,lft,0,0.05,8055.0
34.0,0.0,internal_density,lft,1,0.13333333333333333,8055.0
34.0,0.0,internal_density,lft,2,0.21666666666666667,86.0
34.0,0.0,internal_density,lft,3,0.3,86.0
34.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7970.5
34.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,112.0
34.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,91.0
34.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,88.5
34.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
34.0,0.0,external_exposure_ratio,geslacht,1,0.13333333333333333,95.0
34.0,0.0,external_exposure_ratio,geslacht,2,0.21666666666666667,86.0
34.0,0.0,external_exposure_ratio,geslacht,3,0.3,86.0
34.0,0.0,external_exposure_ratio,lft,0,0.05,8055.0
34.0,0.0,external_exposure_ratio,lft,1,0.13333333333333333,109.5
34.0,0.0,external_exposure_ratio,lft,2,0.21666666666666667,92.0
34.0,0.0,external_exposure_ratio,lft,3,0.3,92.0
34.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7971.0
34.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,107.0
34.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.5
34.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.3,89.0
34.0,0.0,random,geslacht,0,0.05,8601.0
34.0,0.0,random,geslacht,1,0.13333333333333333,92.5
34.0,0.0,random,geslacht,2,0.21666666666666667,86.5
34.0,0.0,random,geslacht,3,0.3,86.0
34.0,0.0,random,lft,0,0.05,8060.5
34.0,0.0,random,lft,1,0.13333333333333333,99.0
34.0,0.0,random,lft,2,0.21666666666666667,88.0
34.0,0.0,random,lft,3,0.3,88.0
34.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7964.0
34.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7964.0
34.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.0
34.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
34.0,0.0,size,geslacht,0,0.05,8601.0
34.0,0.0,size,geslacht,1,0.13333333333333333,96.5
34.0,0.0,size,geslacht,2,0.21666666666666667,86.0
34.0,0.0,size,geslacht,3,0.3,86.0
34.0,0.0,size,lft,0,0.05,8055.0
34.0,0.0,size,lft,1,0.13333333333333333,8055.0
34.0,0.0,size,lft,2,0.21666666666666667,86.0
34.0,0.0,size,lft,3,0.3,86.0
78.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7967.5
78.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7965.0
78.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,89.5
78.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,88.5
78.0,0.33,combined_score,geslacht,0,0.05,8596.0
78.0,0.33,combined_score,geslacht,1,0.13333333333333333,7236.0
78.0,0.33,combined_score,geslacht,2,0.21666666666666667,93.5
78.0,0.33,combined_score,geslacht,3,0.3,88.5
78.0,0.33,combined_score,lft,0,0.05,7990.0
78.0,0.33,combined_score,lft,1,0.13333333333333333,7990.0
78.0,0.33,combined_score,lft,2,0.21666666666666667,86.0
78.0,0.33,combined_score,lft,3,0.3,86.0
78.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7967.5
78.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7966.0
78.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,91.0
78.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,89.0
78.0,0.33,internal_density,geslacht,0,0.05,8596.0
78.0,0.33,internal_density,geslacht,1,0.13333333333333333,6023.0
78.0,0.33,internal_density,geslacht,2,0.21666666666666667,96.0
78.0,0.33,internal_density,geslacht,3,0.3,90.0
78.0,0.33,internal_density,lft,0,0.05,7990.0
78.0,0.33,internal_density,lft,1,0.13333333333333333,7990.0
78.0,0.33,internal_density,lft,2,0.21666666666666667,87.0
78.0,0.33,internal_density,lft,3,0.3,86.0
78.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
78.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7966.0
78.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.5
78.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.3,88.0
78.0,0.33,external_exposure_ratio,geslacht,0,0.05,8596.0
78.0,0.33,external_exposure_ratio,geslacht,1,0.13333333333333333,5529.0
78.0,0.33,external_exposure_ratio,geslacht,2,0.21666666666666667,88.0
78.0,0.33,external_exposure_ratio,geslacht,3,0.3,86.5
78.0,0.33,external_exposure_ratio,lft,0,0.05,7994.0
78.0,0.33,external_exposure_ratio,lft,1,0.13333333333333333,7994.0
78.0,0.33,external_exposure_ratio,lft,2,0.21666666666666667,133.0
78.0,0.33,external_exposure_ratio,lft,3,0.3,120.0
78.0,0.33,random,etngrp_geslacht_lft_oplniv,0,0.05,7968.0
78.0,0.33,random,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7966.5
78.0,0.33,random,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,90.0
78.0,0.33,random,etngrp_geslacht_lft_oplniv,3,0.3,88.0
78.0,0.33,random,geslacht,0,0.05,8596.0
78.0,0.33,random,geslacht,1,0.13333333333333333,5562.0
78.0,0.33,random,geslacht,2,0.21666666666666667,90.0
78.0,0.33,random,geslacht,3,0.3,88.0
78.0,0.33,random,lft,0,0.05,7996.5
78.0,0.33,random,lft,1,0.13333333333333333,7995.0
78.0,0.33,random,lft,2,0.21666666666666667,96.0
78.0,0.33,random,lft,3,0.3,91.0
78.0,0.33,size,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
78.0,0.33,size,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,7961.0
78.0,0.33,size,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,7572.5
78.0,0.33,size,etngrp_geslacht_lft_oplniv,3,0.3,86.0
78.0,0.33,size,geslacht,0,0.05,8596.0
78.0,0.33,size,geslacht,1,0.13333333333333333,6349.5
78.0,0.33,size,geslacht,2,0.21666666666666667,97.0
78.0,0.33,size,geslacht,3,0.3,90.0
78.0,0.33,size,lft,0,0.05,7990.0
78.0,0.33,size,lft,1,0.13333333333333333,7990.0
78.0,0.33,size,lft,2,0.21666666666666667,86.0
78.0,0.33,size,lft,3,0.3,86.0
34.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7952.0
34.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,119.0
34.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,92.0
34.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,3,0.3,90.0
34.0,0.33,combined_score,geslacht,0,0.05,8598.0
34.0,0.33,combined_score,geslacht,1,0.13333333333333333,145.0
34.0,0.33,combined_score,geslacht,2,0.21666666666666667,97.5
34.0,0.33,combined_score,geslacht,3,0.3,90.0
34.0,0.33,combined_score,lft,0,0.05,7975.0
34.0,0.33,combined_score,lft,1,0.13333333333333333,7975.0
34.0,0.33,combined_score,lft,2,0.21666666666666667,88.0
34.0,0.33,combined_score,lft,3,0.3,86.0
34.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7951.5
34.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,1,0.13333333333333333,124.5
34.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,2,0.21666666666666667,93.0
34.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,3,0.3,89.0
34.0,0.33,internal_density,geslacht,0,0.05,8598.0
34.0,0.33,internal_density,geslacht,1,0.13333333333333333,163.5
34.0,0.33,internal_density,geslacht,2,0.21666666666666667,96.5
34.0,0.33,internal_density,geslacht,3,0.3,88.5
34.0,0.33,internal_density,lft,0,0.05,7975.0
34.0,0.33,internal_density,lft,1,0.13333333333333333,7975.0
34.0,0.33,internal_density,lft,2,0.21666666666666667,87.0
34.0,0.33,internal_density,lft,3,0.3,86.0
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7951.0
