n_communities,pref_attachment,strategy,network,threshold_idx,threshold_value,median_final_adoption
23.0,0.22,size,geslacht,3,0.2,9.0
23.0,0.22,size,lft,0,0.05,8005.0
23.0,0.22,size,lft,1,0.1,9.0
23.0,0.22,size,lft,2,0.15000000000000002,8.0
23.0,0.22,size,lft,3,0.2,8.0
89.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
89.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,9.0
89.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
89.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
89.0,0.0,combined_score,geslacht,0,0.05,8601.0
89.0,0.0,combined_score,geslacht,1,0.1,5984.0
89.0,0.0,combined_score,geslacht,2,0.15000000000000002,8.0
89.0,0.0,combined_score,geslacht,3,0.2,8.0
89.0,0.0,combined_score,lft,0,0.05,8047.0
89.0,0.0,combined_score,lft,1,0.1,8.0
89.0,0.0,combined_score,lft,2,0.15000000000000002,8.0
89.0,0.0,combined_score,lft,3,0.2,8.0
89.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
89.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,9.0
89.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
89.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
89.0,0.0,internal_density,geslacht,0,0.05,8601.0
89.0,0.0,internal_density,geslacht,1,0.1,5936.5
89.0,0.0,internal_density,geslacht,2,0.15000000000000002,8.0
89.0,0.0,internal_density,geslacht,3,0.2,8.0
89.0,0.0,internal_density,lft,0,0.05,8047.0
89.0,0.0,internal_density,lft,1,0.1,8.0
89.0,0.0,internal_density,lft,2,0.15000000000000002,8.0
89.0,0.0,internal_density,lft,3,0.2,8.0
89.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7962.5
89.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,11.5
89.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.5
89.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,9.0
89.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
89.0,0.0,external_exposure_ratio,geslacht,1,0.1,5724.5
89.0,0.0,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
89.0,0.0,external_exposure_ratio,geslacht,3,0.2,8.0
89.0,0.0,external_exposure_ratio,lft,0,0.05,8047.0
89.0,0.0,external_exposure_ratio,lft,1,0.1,13.5
89.0,0.0,external_exposure_ratio,lft,2,0.15000000000000002,9.0
89.0,0.0,external_exposure_ratio,lft,3,0.2,8.0
89.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
89.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.1,10.0
89.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
89.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
89.0,0.0,random,geslacht,0,0.05,8601.0
89.0,0.0,random,geslacht,1,0.1,2937.5
89.0,0.0,random,geslacht,2,0.15000000000000002,8.0
89.0,0.0,random,geslacht,3,0.2,8.0
89.0,0.0,random,lft,0,0.05,8047.0
89.0,0.0,random,lft,1,0.1,3453.0
89.0,0.0,random,lft,2,0.15000000000000002,8.0
89.0,0.0,random,lft,3,0.2,8.0
89.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7962.0
89.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
89.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
89.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
89.0,0.0,size,geslacht,0,0.05,8601.0
89.0,0.0,size,geslacht,1,0.1,5868.0
89.0,0.0,size,geslacht,2,0.15000000000000002,8.5
89.0,0.0,size,geslacht,3,0.2,8.0
89.0,0.0,size,lft,0,0.05,8047.0
89.0,0.0,size,lft,1,0.1,8.0
89.0,0.0,size,lft,2,0.15000000000000002,8.0
89.0,0.0,size,lft,3,0.2,8.0
12.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7960.0
12.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,7960.0
12.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
12.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
12.0,0.0,combined_score,geslacht,0,0.05,8601.0
12.0,0.0,combined_score,geslacht,1,0.1,8.0
12.0,0.0,combined_score,geslacht,2,0.15000000000000002,8.0
12.0,0.0,combined_score,geslacht,3,0.2,8.0
12.0,0.0,combined_score,lft,0,0.05,8052.0
12.0,0.0,combined_score,lft,1,0.1,8.0
12.0,0.0,combined_score,lft,2,0.15000000000000002,8.0
12.0,0.0,combined_score,lft,3,0.2,8.0
12.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7960.0
12.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,3989.5
12.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
12.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
12.0,0.0,internal_density,geslacht,0,0.05,8601.0
12.0,0.0,internal_density,geslacht,1,0.1,8.0
12.0,0.0,internal_density,geslacht,2,0.15000000000000002,8.0
12.0,0.0,internal_density,geslacht,3,0.2,8.0
12.0,0.0,internal_density,lft,0,0.05,8052.0
12.0,0.0,internal_density,lft,1,0.1,8.0
12.0,0.0,internal_density,lft,2,0.15000000000000002,8.0
12.0,0.0,internal_density,lft,3,0.2,8.0
12.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
12.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,11.5
12.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
12.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,8.0
12.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
12.0,0.0,external_exposure_ratio,geslacht,1,0.1,8.0
12.0,0.0,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
12.0,0.0,external_exposure_ratio,geslacht,3,0.2,8.0
12.0,0.0,external_exposure_ratio,lft,0,0.05,8052.0
12.0,0.0,external_exposure_ratio,lft,1,0.1,9.0
12.0,0.0,external_exposure_ratio,lft,2,0.15000000000000002,8.5
12.0,0.0,external_exposure_ratio,lft,3,0.2,8.0
12.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7960.0
12.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.1,11.0
12.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
12.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
12.0,0.0,random,geslacht,0,0.05,8601.0
12.0,0.0,random,geslacht,1,0.1,8.0
12.0,0.0,random,geslacht,2,0.15000000000000002,8.0
12.0,0.0,random,geslacht,3,0.2,8.0
12.0,0.0,random,lft,0,0.05,8052.0
12.0,0.0,random,lft,1,0.1,9.0
12.0,0.0,random,lft,2,0.15000000000000002,8.0
12.0,0.0,random,lft,3,0.2,8.0
12.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7960.0
12.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
12.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
12.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
12.0,0.0,size,geslacht,0,0.05,8601.0
12.0,0.0,size,geslacht,1,0.1,8.0
12.0,0.0,size,geslacht,2,0.15000000000000002,8.0
12.0,0.0,size,geslacht,3,0.2,8.0
12.0,0.0,size,lft,0,0.05,8052.0
12.0,0.0,size,lft,1,0.1,8.0
12.0,0.0,size,lft,2,0.15000000000000002,8.0
12.0,0.0,size,lft,3,0.2,8.0
1.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
1.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,9.0
1.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
1.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
1.0,0.0,combined_score,geslacht,0,0.05,8601.0
1.0,0.0,combined_score,geslacht,1,0.1,8.0
1.0,0.0,combined_score,geslacht,2,0.15000000000000002,8.0
1.0,0.0,combined_score,geslacht,3,0.2,8.0
1.0,0.0,combined_score,lft,0,0.05,8066.0
1.0,0.0,combined_score,lft,1,0.1,8.0
1.0,0.0,combined_score,lft,2,0.15000000000000002,8.0
1.0,0.0,combined_score,lft,3,0.2,8.0
1.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
1.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,8.0
1.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
1.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
1.0,0.0,internal_density,geslacht,0,0.05,8601.0
1.0,0.0,internal_density,geslacht,1,0.1,8.0
1.0,0.0,internal_density,geslacht,2,0.15000000000000002,8.0
1.0,0.0,internal_density,geslacht,3,0.2,8.0
1.0,0.0,internal_density,lft,0,0.05,8066.0
1.0,0.0,internal_density,lft,1,0.1,8.0
1.0,0.0,internal_density,lft,2,0.15000000000000002,8.0
1.0,0.0,internal_density,lft,3,0.2,8.0
1.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7961.5
1.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,11.0
1.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
1.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,8.0
1.0,0.0,external_exposure_ratio,geslacht,0,0.05,4307.5
1.0,0.0,external_exposure_ratio,geslacht,1,0.1,8.0
1.0,0.0,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
1.0,0.0,external_exposure_ratio,geslacht,3,0.2,8.0
1.0,0.0,external_exposure_ratio,lft,0,0.05,8066.0
1.0,0.0,external_exposure_ratio,lft,1,0.1,9.0
1.0,0.0,external_exposure_ratio,lft,2,0.15000000000000002,8.5
1.0,0.0,external_exposure_ratio,lft,3,0.2,8.0
1.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
1.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.1,9.0
1.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
1.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
1.0,0.0,random,geslacht,0,0.05,8601.0
1.0,0.0,random,geslacht,1,0.1,8.0
1.0,0.0,random,geslacht,2,0.15000000000000002,8.0
1.0,0.0,random,geslacht,3,0.2,8.0
1.0,0.0,random,lft,0,0.05,8066.0
1.0,0.0,random,lft,1,0.1,8.0
1.0,0.0,random,lft,2,0.15000000000000002,8.0
1.0,0.0,random,lft,3,0.2,8.0
1.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
1.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
1.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
1.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
1.0,0.0,size,geslacht,0,0.05,8601.0
1.0,0.0,size,geslacht,1,0.1,8.0
1.0,0.0,size,geslacht,2,0.15000000000000002,8.0
1.0,0.0,size,geslacht,3,0.2,8.0
1.0,0.0,size,lft,0,0.05,8066.0
1.0,0.0,size,lft,1,0.1,8.0
1.0,0.0,size,lft,2,0.15000000000000002,8.0
1.0,0.0,size,lft,3,0.2,8.0
12.0,0.88,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7910.0
12.0,0.88,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,7910.0
12.0,0.88,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,11.0
12.0,0.88,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,9.0
12.0,0.88,combined_score,geslacht,0,0.05,12.5
12.0,0.88,combined_score,geslacht,1,0.1,31.5
12.0,0.88,combined_score,geslacht,2,0.15000000000000002,10.5
12.0,0.88,combined_score,geslacht,3,0.2,9.5
12.0,0.88,combined_score,lft,0,0.05,10.5
12.0,0.88,combined_score,lft,1,0.1,8.0
12.0,0.88,combined_score,lft,2,0.15000000000000002,8.0
12.0,0.88,combined_score,lft,3,0.2,8.0
12.0,0.88,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7910.0
12.0,0.88,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,7910.0
12.0,0.88,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,11.0
12.0,0.88,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,9.0
12.0,0.88,internal_density,geslacht,0,0.05,8601.0
12.0,0.88,internal_density,geslacht,1,0.1,30.5
12.0,0.88,internal_density,geslacht,2,0.15000000000000002,13.0
12.0,0.88,internal_density,geslacht,3,0.2,8.0
12.0,0.88,internal_density,lft,0,0.05,7815.0
12.0,0.88,internal_density,lft,1,0.1,8.0
12.0,0.88,internal_density,lft,2,0.15000000000000002,8.0
12.0,0.88,internal_density,lft,3,0.2,8.0
12.0,0.88,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7911.0
12.0,0.88,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,14.5
12.0,0.88,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,10.5
12.0,0.88,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,9.0
12.0,0.88,external_exposure_ratio,geslacht,0,0.05,18.5
12.0,0.88,external_exposure_ratio,geslacht,1,0.1,8.0
12.0,0.88,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
12.0,0.88,external_exposure_ratio,geslacht,3,0.2,8.0
12.0,0.88,external_exposure_ratio,lft,0,0.05,7816.0
12.0,0.88,external_exposure_ratio,lft,1,0.1,59.5
12.0,0.88,external_exposure_ratio,lft,2,0.15000000000000002,19.5
12.0,0.88,external_exposure_ratio,lft,3,0.2,22.0
12.0,0.88,random,etngrp_geslacht_lft_oplniv,0,0.05,7910.0
12.0,0.88,random,etngrp_geslacht_lft_oplniv,1,0.1,18.0
12.0,0.88,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,10.0
12.0,0.88,random,etngrp_geslacht_lft_oplniv,3,0.2,10.5
12.0,0.88,random,geslacht,0,0.05,8601.0
12.0,0.88,random,geslacht,1,0.1,8.0
12.0,0.88,random,geslacht,2,0.15000000000000002,8.0
12.0,0.88,random,geslacht,3,0.2,8.0
12.0,0.88,random,lft,0,0.05,3920.5
12.0,0.88,random,lft,1,0.1,8.0
12.0,0.88,random,lft,2,0.15000000000000002,8.0
12.0,0.88,random,lft,3,0.2,8.0
12.0,0.88,size,etngrp_geslacht_lft_oplniv,0,0.05,7910.0
12.0,0.88,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
12.0,0.88,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
12.0,0.88,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
12.0,0.88,size,geslacht,0,0.05,8601.0
12.0,0.88,size,geslacht,1,0.1,17.5
12.0,0.88,size,geslacht,2,0.15000000000000002,11.0
12.0,0.88,size,geslacht,3,0.2,8.0
12.0,0.88,size,lft,0,0.05,3918.0
12.0,0.88,size,lft,1,0.1,8.0
12.0,0.88,size,lft,2,0.15000000000000002,8.0
12.0,0.88,size,lft,3,0.2,8.0
34.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7964.0
34.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,7964.0
34.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.0,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.0,combined_score,geslacht,0,0.05,8601.0
34.0,0.0,combined_score,geslacht,1,0.1,13.0
34.0,0.0,combined_score,geslacht,2,0.15000000000000002,8.0
34.0,0.0,combined_score,geslacht,3,0.2,8.0
34.0,0.0,combined_score,lft,0,0.05,8055.0
34.0,0.0,combined_score,lft,1,0.1,8.0
34.0,0.0,combined_score,lft,2,0.15000000000000002,8.0
34.0,0.0,combined_score,lft,3,0.2,8.0
34.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7964.0
34.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,7964.0
34.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.0,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.0,internal_density,geslacht,0,0.05,8601.0
34.0,0.0,internal_density,geslacht,1,0.1,10.0
34.0,0.0,internal_density,geslacht,2,0.15000000000000002,8.0
34.0,0.0,internal_density,geslacht,3,0.2,8.0
34.0,0.0,internal_density,lft,0,0.05,8055.0
34.0,0.0,internal_density,lft,1,0.1,8.0
34.0,0.0,internal_density,lft,2,0.15000000000000002,8.0
34.0,0.0,internal_density,lft,3,0.2,8.0
34.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7964.0
34.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,13.5
34.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.0,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.0,external_exposure_ratio,geslacht,0,0.05,8601.0
34.0,0.0,external_exposure_ratio,geslacht,1,0.1,8.0
34.0,0.0,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
34.0,0.0,external_exposure_ratio,geslacht,3,0.2,8.0
34.0,0.0,external_exposure_ratio,lft,0,0.05,8055.0
34.0,0.0,external_exposure_ratio,lft,1,0.1,12.0
34.0,0.0,external_exposure_ratio,lft,2,0.15000000000000002,8.5
34.0,0.0,external_exposure_ratio,lft,3,0.2,9.0
34.0,0.0,random,etngrp_geslacht_lft_oplniv,0,0.05,7964.0
34.0,0.0,random,etngrp_geslacht_lft_oplniv,1,0.1,11.5
34.0,0.0,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
34.0,0.0,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.0,random,geslacht,0,0.05,8601.0
34.0,0.0,random,geslacht,1,0.1,11.5
34.0,0.0,random,geslacht,2,0.15000000000000002,8.0
34.0,0.0,random,geslacht,3,0.2,8.0
34.0,0.0,random,lft,0,0.05,8055.0
34.0,0.0,random,lft,1,0.1,11.5
34.0,0.0,random,lft,2,0.15000000000000002,8.0
34.0,0.0,random,lft,3,0.2,8.0
34.0,0.0,size,etngrp_geslacht_lft_oplniv,0,0.05,7964.0
34.0,0.0,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
34.0,0.0,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.0,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.0,size,geslacht,0,0.05,8601.0
34.0,0.0,size,geslacht,1,0.1,9.5
34.0,0.0,size,geslacht,2,0.15000000000000002,8.0
34.0,0.0,size,geslacht,3,0.2,8.0
34.0,0.0,size,lft,0,0.05,8055.0
34.0,0.0,size,lft,1,0.1,8.0
34.0,0.0,size,lft,2,0.15000000000000002,8.0
34.0,0.0,size,lft,3,0.2,8.0
78.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
78.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,8.0
78.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
78.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.33,combined_score,geslacht,0,0.05,8596.0
78.0,0.33,combined_score,geslacht,1,0.1,3138.5
78.0,0.33,combined_score,geslacht,2,0.15000000000000002,9.0
78.0,0.33,combined_score,geslacht,3,0.2,8.0
78.0,0.33,combined_score,lft,0,0.05,7990.0
78.0,0.33,combined_score,lft,1,0.1,8.0
78.0,0.33,combined_score,lft,2,0.15000000000000002,8.0
78.0,0.33,combined_score,lft,3,0.2,8.0
78.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
78.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,8.0
78.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
78.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.33,internal_density,geslacht,0,0.05,8596.0
78.0,0.33,internal_density,geslacht,1,0.1,6865.0
78.0,0.33,internal_density,geslacht,2,0.15000000000000002,9.0
78.0,0.33,internal_density,geslacht,3,0.2,9.0
78.0,0.33,internal_density,lft,0,0.05,7990.0
78.0,0.33,internal_density,lft,1,0.1,8.5
78.0,0.33,internal_density,lft,2,0.15000000000000002,8.0
78.0,0.33,internal_density,lft,3,0.2,8.0
78.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
78.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,13.5
78.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
78.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,8.5
78.0,0.33,external_exposure_ratio,geslacht,0,0.05,8596.0
78.0,0.33,external_exposure_ratio,geslacht,1,0.1,8.0
78.0,0.33,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
78.0,0.33,external_exposure_ratio,geslacht,3,0.2,8.0
78.0,0.33,external_exposure_ratio,lft,0,0.05,7990.0
78.0,0.33,external_exposure_ratio,lft,1,0.1,7989.0
78.0,0.33,external_exposure_ratio,lft,2,0.15000000000000002,16.5
78.0,0.33,external_exposure_ratio,lft,3,0.2,11.5
78.0,0.33,random,etngrp_geslacht_lft_oplniv,0,0.05,7961.5
78.0,0.33,random,etngrp_geslacht_lft_oplniv,1,0.1,13.0
78.0,0.33,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
78.0,0.33,random,etngrp_geslacht_lft_oplniv,3,0.2,9.0
78.0,0.33,random,geslacht,0,0.05,8596.0
78.0,0.33,random,geslacht,1,0.1,6704.0
78.0,0.33,random,geslacht,2,0.15000000000000002,8.0
78.0,0.33,random,geslacht,3,0.2,8.0
78.0,0.33,random,lft,0,0.05,7990.0
78.0,0.33,random,lft,1,0.1,7952.5
78.0,0.33,random,lft,2,0.15000000000000002,9.0
78.0,0.33,random,lft,3,0.2,9.0
78.0,0.33,size,etngrp_geslacht_lft_oplniv,0,0.05,7961.0
78.0,0.33,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
78.0,0.33,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
78.0,0.33,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
78.0,0.33,size,geslacht,0,0.05,8596.0
78.0,0.33,size,geslacht,1,0.1,23.0
78.0,0.33,size,geslacht,2,0.15000000000000002,8.5
78.0,0.33,size,geslacht,3,0.2,9.0
78.0,0.33,size,lft,0,0.05,7990.0
78.0,0.33,size,lft,1,0.1,8.0
78.0,0.33,size,lft,2,0.15000000000000002,8.0
78.0,0.33,size,lft,3,0.2,8.0
34.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,0,0.05,7945.0
34.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,1,0.1,7945.0
34.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
34.0,0.33,combined_score,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.33,combined_score,geslacht,0,0.05,8598.0
34.0,0.33,combined_score,geslacht,1,0.1,25.0
34.0,0.33,combined_score,geslacht,2,0.15000000000000002,9.0
34.0,0.33,combined_score,geslacht,3,0.2,9.0
34.0,0.33,combined_score,lft,0,0.05,7975.0
34.0,0.33,combined_score,lft,1,0.1,9.0
34.0,0.33,combined_score,lft,2,0.15000000000000002,8.0
34.0,0.33,combined_score,lft,3,0.2,8.0
34.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,0,0.05,7945.0
34.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,1,0.1,7945.0
34.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
34.0,0.33,internal_density,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.33,internal_density,geslacht,0,0.05,8598.0
34.0,0.33,internal_density,geslacht,1,0.1,21.0
34.0,0.33,internal_density,geslacht,2,0.15000000000000002,10.5
34.0,0.33,internal_density,geslacht,3,0.2,9.0
34.0,0.33,internal_density,lft,0,0.05,7975.0
34.0,0.33,internal_density,lft,1,0.1,8.0
34.0,0.33,internal_density,lft,2,0.15000000000000002,8.0
34.0,0.33,internal_density,lft,3,0.2,8.0
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,0,0.05,7945.5
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,1,0.1,13.5
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.0
34.0,0.33,external_exposure_ratio,etngrp_geslacht_lft_oplniv,3,0.2,9.0
34.0,0.33,external_exposure_ratio,geslacht,0,0.05,8598.0
34.0,0.33,external_exposure_ratio,geslacht,1,0.1,8.0
34.0,0.33,external_exposure_ratio,geslacht,2,0.15000000000000002,8.0
34.0,0.33,external_exposure_ratio,geslacht,3,0.2,8.0
34.0,0.33,external_exposure_ratio,lft,0,0.05,7975.0
34.0,0.33,external_exposure_ratio,lft,1,0.1,33.5
34.0,0.33,external_exposure_ratio,lft,2,0.15000000000000002,14.0
34.0,0.33,external_exposure_ratio,lft,3,0.2,14.0
34.0,0.33,random,etngrp_geslacht_lft_oplniv,0,0.05,7945.5
34.0,0.33,random,etngrp_geslacht_lft_oplniv,1,0.1,12.0
34.0,0.33,random,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,9.5
34.0,0.33,random,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.33,random,geslacht,0,0.05,8598.0
34.0,0.33,random,geslacht,1,0.1,14.5
34.0,0.33,random,geslacht,2,0.15000000000000002,8.0
34.0,0.33,random,geslacht,3,0.2,8.0
34.0,0.33,random,lft,0,0.05,7975.5
34.0,0.33,random,lft,1,0.1,19.5
34.0,0.33,random,lft,2,0.15000000000000002,9.0
34.0,0.33,random,lft,3,0.2,8.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,0,0.05,7945.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,1,0.1,8.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,2,0.15000000000000002,8.0
34.0,0.33,size,etngrp_geslacht_lft_oplniv,3,0.2,8.0
34.0,0.33,size,geslacht,0,0.05,8598.0
34.0,0.33,size,geslacht,1,0.1,21.0
34.0,0.33,size,geslacht,2,0.15000000000000002,9.0
34.0,0.33,size,geslacht,3,0.2,9.0
34.0,0.33,size,lft,0,0.05,7975.0
34.0,0.33,size,lft,1,0.1,9.5
