aggregation_level,network_name,threshold,mean_outcome,between_sd,within_sd,total_sd,cv_between,cv_within,pct_structural,n_networks,n_structures,agg_numeric
0.119478279581766,etngrp_oplniv,0.05,8569.645,105.48063960572411,458.31371455587055,470.2952543686069,0.012308635842642735,0.053481061882478274,5.030420806427023,50,50,0.119478279581766
0.119478279581766,etngrp_oplniv,0.1333333333333333,7007.37,2218.0433537655827,1760.540936274985,2831.8228594817992,0.3165300753015158,0.25124132681376676,61.349057453831016,50,50,0.119478279581766
0.119478279581766,etngrp_oplniv,0.2166666666666666,3837.1259999999997,2327.1479139478515,1878.8448943433302,2990.9322209625275,0.6064820164747917,0.4896489962391984,60.53894289911534,50,50,0.119478279581766
0.119478279581766,etngrp_oplniv,0.3,836.9799999999999,1876.1872105633897,1136.3636396418183,2193.490544903632,2.241615343931026,1.3576950938395402,73.16119809857585,50,50,0.119478279581766
0.1526233917843583,lft,0.05,7253.206,533.2907312572552,2190.949476277351,2254.9187594334517,0.07352482905590371,0.3020663519383499,5.593276280015469,50,50,0.1526233917843583
0.1526233917843583,lft,0.1333333333333333,6226.651,1752.492805088436,2738.6222032164274,3251.350889066994,0.2814503021107873,0.4398226595992657,29.052586587478647,50,50,0.1526233917843583
0.1526233917843583,lft,0.2166666666666666,3923.3740000000003,2114.0673470302672,2418.6257464312243,3212.324897808375,0.5388391081325071,0.6164657629966513,43.311049650888805,50,50,0.1526233917843583
0.1526233917843583,lft,0.3,476.94500000000005,914.4379127923561,930.1164494567333,1304.3440136336887,1.9172816840355933,1.9501545240158367,49.15007091587326,50,50,0.1526233917843583
0.1666191882183736,etngrp_geslacht,0.05,8587.581,9.30252264447765,11.318447331679376,14.650739829476851,0.001083252972458443,0.0013180018135117882,40.31645700263647,50,50,0.1666191882183736
0.1666191882183736,etngrp_geslacht,0.1333333333333333,6680.668999999999,2309.319260701283,1737.2495711756558,2889.808215158217,0.3456718572198807,0.26004125802006595,63.86014684389338,50,50,0.1666191882183736
0.1666191882183736,etngrp_geslacht,0.2166666666666666,2900.3010000000004,2385.256910979723,1599.0786377317409,2871.67251284448,0.8224170218814264,0.5513492005594387,68.99228093253404,50,50,0.1666191882183736
0.1666191882183736,etngrp_geslacht,0.3,875.7269999999999,2165.2602699333956,793.6264238607482,2306.1211887500713,2.4725288473843974,0.9062486640936597,88.15682937373921,50,50,0.1666191882183736
0.1699457483724226,geslacht_oplniv,0.05,8598.607,3.0053355614199027,3.1294009011310777,4.338800737154806,0.0003495142365990099,0.0003639427759788391,47.97848497410872,50,50,0.1699457483724226
0.1699457483724226,geslacht_oplniv,0.1333333333333333,7201.37,2296.689232773728,1304.8548240321602,2641.482073332843,0.3189239315260468,0.18119535922083718,75.59779587639177,50,50,0.1699457483724226
0.1699457483724226,geslacht_oplniv,0.2166666666666666,3966.888,2556.8108768055217,1748.6988239545426,3097.616734951408,0.644538206474577,0.4408238457840359,68.13054240037744,50,50,0.1699457483724226
0.1699457483724226,geslacht_oplniv,0.3,952.505,2139.6969746416935,856.696795575891,2304.8280939889673,2.2463892311764173,0.8994144866178035,86.1841628047872,50,50,0.1699457483724226
0.3331707275175279,etngrp,0.05,8567.066,104.2575516963365,458.4794033541746,470.184006943786,0.01216957493923083,0.053516501840206974,4.916763723634103,50,50,0.3331707275175279
0.3331707275175279,etngrp,0.1333333333333333,6570.865,2409.74427405732,1746.4741022271128,2976.0778309886387,0.36673166684406394,0.26579059259733884,65.56217375181454,50,50,0.3331707275175279
0.3331707275175279,etngrp,0.2166666666666666,2780.636,2380.4296603044463,1563.0493450943895,2847.730433671197,0.8560738120000052,0.5621193658912528,69.8735731970507,50,50,0.3331707275175279
0.3331707275175279,etngrp,0.3,659.436,1803.4100179835048,785.5970078863589,1967.0918513794074,2.734776411939149,1.1913165309239393,84.05037918321486,50,50,0.3331707275175279
0.3398102270642562,oplniv,0.05,8599.956,2.479623901699223,6.6551108180104706,7.10204440241527,0.00028832983583860464,0.000773854054370798,12.19003244450343,50,50,0.3398102270642562
0.3398102270642562,oplniv,0.1333333333333333,7076.071999999999,2335.281517359834,1345.1991349982352,2695.014003325855,0.33002512090886504,0.19010534870168583,75.08556134875637,50,50,0.3398102270642562
0.3398102270642562,oplniv,0.2166666666666666,3826.8380000000006,2551.118151460297,1565.8146153041234,2993.322440401335,0.6666386587204101,0.4091666841669606,72.63637173749109,50,50,0.3398102270642562
0.3398102270642562,oplniv,0.3,605.9769999999999,1731.345588688292,181.5970703232847,1740.8431989758321,2.8571143602616806,0.2996765064074787,98.91182594896577,50,50,0.3398102270642562
0.5000443356707011,geslacht,0.05,8597.483,6.208844991014675,11.211375919127857,12.815799082478158,0.0007221700805938988,0.0013040300189169152,23.47092763751444,50,50,0.5000443356707011
0.5000443356707011,geslacht,0.1333333333333333,6601.991,2512.5895431234417,1455.4501128345141,2903.694412840867,0.38058057684771784,0.22045624006977807,74.87576595913923,50,50,0.5000443356707011
0.5000443356707011,geslacht,0.2166666666666666,2294.4570000000003,2277.3848964620965,1313.6432646841379,2629.095014160514,0.9925594144767569,0.5725290405024533,75.03438184580851,50,50,0.5000443356707011
0.5000443356707011,geslacht,0.3,640.242,1851.5212379080315,578.5446783957138,1939.8053611959344,2.891908431355693,0.9036343732459193,91.10476357138106,50,50,0.5000443356707011
